index,mechanism,action,drugA,drugB
498,The risk or severity of adverse effects,increase,Morphine,Acebutolol
499,the antihypertensive activities,decrease,Mycophenolatemofetil,Acebutolol
500,the antihypertensive activities,decrease,Mycophenolicacid,Acebutolol
501,The risk or severity of adverse effects,increase,Nabilone,Acebutolol
502,the antihypertensive activities,decrease,Nabumetone,Acebutolol
503,the antihypertensive activities,decrease,Naproxen,Acebutolol
504,the hypotensive activities,increase,Nebivolol,Acebutolol
505,The serum concentration,increase,Nefazodone,Acebutolol
506,the bradycardic activities,increase,Neostigmine,Acebutolol
507,the hypotensive activities,increase,Nicardipine,Acebutolol
508,The risk or severity of adverse effects,increase,Acemetacin,Aceclofenac
509,the anticoagulant activities,increase,Acenocoumarol,Aceclofenac
510,The risk or severity of adverse effects,increase,Acetylsalicylicacid,Aceclofenac
511,The risk or severity of adverse effects,increase,Alclometasone,Aceclofenac
512,the antihypertensive activities,decrease,Aliskiren,Aceclofenac
513,the antihypertensive activities,decrease,Alprenolol,Aceclofenac
514,the antihypertensive activities,decrease,Amiloride,Aceclofenac
515,The metabolism,decrease,Amiodarone,Aceclofenac
516,the excretion rate which could result in a higher serum level,decrease,Amrubicin,Aceclofenac
517,The risk or severity of adverse effects,increase,Antipyrine,Aceclofenac
518,The serum concentration,decrease,Apalutamide,Aceclofenac
519,the anticoagulant activities,increase,Apixaban,Aceclofenac
520,The risk or severity of adverse effects,increase,Apremilast,Aceclofenac
521,The metabolism,increase,Aprepitant,Aceclofenac
522,the anticoagulant activities,increase,Argatroban,Aceclofenac
523,The risk or severity of adverse effects,increase,Azelastine,Aceclofenac
524,the nephrotoxic activities,increase,Balsalazide,Aceclofenac
525,The risk or severity of adverse effects,increase,Beclomethasonedipropionate,Aceclofenac
526,The risk or severity of adverse effects,increase,Benazepril,Aceclofenac
527,The therapeutic efficacy,decrease,Bendroflumethiazide,Aceclofenac
528,The risk or severity of adverse effects,increase,Betamethasone,Aceclofenac
529,the antihypertensive activities,decrease,Betaxolol,Aceclofenac
530,The risk or severity of bleeding,increase,Betrixaban,Aceclofenac
531,the antihypertensive activities,decrease,Bisoprolol,Aceclofenac
532,the anticoagulant activities,increase,Bivalirudin,Aceclofenac
533,The risk or severity of adverse effects,increase,Bromfenac,Aceclofenac
534,The risk or severity of adverse effects,increase,Budesonide,Aceclofenac
535,The therapeutic efficacy,decrease,Bumetanide,Aceclofenac
536,The risk or severity of adverse effects,increase,Candesartancilexetil,Aceclofenac
537,The metabolism,decrease,Capecitabine,Aceclofenac
538,The risk or severity of adverse effects,increase,Captopril,Aceclofenac
539,The metabolism,increase,Carbamazepine,Aceclofenac
540,the antihypertensive activities,decrease,Carteolol,Aceclofenac
541,the antihypertensive activities,decrease,Carvedilol,Aceclofenac
542,The risk or severity of adverse effects,increase,Celecoxib,Aceclofenac
543,the antihypertensive activities,decrease,Celiprolol,Aceclofenac
544,The serum concentration,increase,Ceritinib,Aceclofenac
545,The risk or severity of adverse effects,increase,Chloroquine,Aceclofenac
546,The metabolism,decrease,Cholecalciferol,Aceclofenac
547,The risk or severity of adverse effects,increase,Ciclesonide,Aceclofenac
548,The risk or severity of adverse effects,increase,Clobetasolpropionate,Aceclofenac
549,The risk or severity of adverse effects,increase,Clodronicacid,Aceclofenac
550,The metabolism,decrease,Clotrimazole,Aceclofenac
551,The risk or severity of adverse effects,increase,Cortisoneacetate,Aceclofenac
552,The metabolism,decrease,Crisaborole,Aceclofenac
553,the nephrotoxic activities,increase,Cyclosporine,Aceclofenac
554,the anticoagulant activities,increase,Dabigatranetexilate,Aceclofenac
555,The serum concentration,decrease,Dabrafenib,Aceclofenac
556,the excretion rate which could result in a higher serum level,decrease,Daunorubicin,Aceclofenac
557,The risk or severity of adverse effects,increase,Desmopressin,Aceclofenac
558,The risk or severity of adverse effects,increase,Dexamethasone,Aceclofenac
559,The risk or severity of adverse effects,increase,Dexketoprofen,Aceclofenac
560,The risk or severity of adverse effects,increase,Diclofenac,Aceclofenac
561,the anticoagulant activities,increase,Dicoumarol,Aceclofenac
562,The risk or severity of adverse effects,increase,Diflunisal,Aceclofenac
563,The serum concentration,increase,Digoxin,Aceclofenac
564,The therapeutic efficacy,decrease,Dinoprostone,Aceclofenac
565,The metabolism,decrease,Dosulepin,Aceclofenac
566,the excretion rate which could result in a higher serum level,decrease,Doxorubicin,Aceclofenac
567,the hyperkalemic activities,increase,Drospirenone,Aceclofenac
568,The risk or severity of adverse effects,increase,Enalapril,Aceclofenac
569,the neuroexcitatory activities,increase,Enoxacin,Aceclofenac
570,the excretion rate which could result in a higher serum level,decrease,Epirubicin,Aceclofenac
571,the antihypertensive activities,decrease,Eplerenone,Aceclofenac
572,The therapeutic efficacy,decrease,Epoprostenol,Aceclofenac
573,The risk or severity of adverse effects,increase,Eprosartan,Aceclofenac
574,The risk or severity of adverse effects,increase,Estrone,Aceclofenac
575,The risk or severity of adverse effects,increase,Estronesulfate,Aceclofenac
576,The therapeutic efficacy,decrease,Etacrynicacid,Aceclofenac
577,The risk or severity of adverse effects,increase,Etodolac,Aceclofenac
578,The risk or severity of adverse effects,increase,Etoricoxib,Aceclofenac
579,The metabolism,decrease,Floxuridine,Aceclofenac
580,The risk or severity of adverse effects,increase,Flunisolide,Aceclofenac
581,The risk or severity of adverse effects,increase,Fluocinoloneacetonide,Aceclofenac
582,The risk or severity of adverse effects,increase,Fluorometholone,Aceclofenac
583,The metabolism,decrease,Fluorouracil,Aceclofenac
584,The risk or severity of adverse effects,increase,Flurbiprofen,Aceclofenac
585,The risk or severity of adverse effects,increase,Fluticasonefuroate,Aceclofenac
586,The risk or severity of adverse effects,increase,Fluticasonepropionate,Aceclofenac
587,The metabolism,decrease,Fluvastatin,Aceclofenac
588,The metabolism,decrease,Fluvoxamine,Aceclofenac
589,The therapeutic efficacy,decrease,Folicacid,Aceclofenac
590,The metabolism,increase,Fosphenytoin,Aceclofenac
591,The therapeutic efficacy,decrease,Furosemide,Aceclofenac
592,The metabolism,decrease,Gemfibrozil,Aceclofenac
593,The risk or severity of adverse effects,increase,Haloperidol,Aceclofenac
594,the antihypertensive activities,decrease,Hydralazine,Aceclofenac
595,The risk or severity of adverse effects,increase,Hydrocortisone,Aceclofenac
596,The risk or severity of adverse effects,increase,Ibuprofen,Aceclofenac
597,the excretion rate which could result in a higher serum level,decrease,Idarubicin,Aceclofenac
598,The therapeutic efficacy,decrease,Indapamide,Aceclofenac
599,The risk or severity of adverse effects,increase,Indomethacin,Aceclofenac
600,The metabolism,decrease,Irbesartan,Aceclofenac
601,The metabolism,decrease,Ketoconazole,Aceclofenac
602,The risk or severity of adverse effects,increase,Ketoprofen,Aceclofenac
603,the antihypertensive activities,decrease,Labetalol,Aceclofenac
604,The metabolism,decrease,Leflunomide,Aceclofenac
605,the neuroexcitatory activities,increase,Levofloxacin,Aceclofenac
606,The metabolism,decrease,Lobeglitazone,Aceclofenac
607,The risk or severity of adverse effects,increase,Lornoxicam,Aceclofenac
608,The metabolism,decrease,Losartan,Aceclofenac
609,The metabolism,decrease,Lovastatin,Aceclofenac
610,The risk or severity of adverse effects,increase,Loxoprofen,Aceclofenac
611,The therapeutic efficacy,decrease,Lubiprostone,Aceclofenac
612,The serum concentration,decrease,Lumacaftor,Aceclofenac
613,The risk or severity of adverse effects,increase,Lumiracoxib,Aceclofenac
614,The risk or severity of adverse effects,increase,Masoprocol,Aceclofenac
615,The risk or severity of adverse effects,increase,Mefenamicacid,Aceclofenac
616,The risk or severity of adverse effects,increase,Meloxicam,Aceclofenac
617,The risk or severity of adverse effects,increase,Metamizole,Aceclofenac
618,The serum concentration,increase,Methotrexate,Aceclofenac
619,The risk or severity of adverse effects,increase,Methylprednisolone,Aceclofenac
620,the antihypertensive activities,decrease,Metoprolol,Aceclofenac
621,The metabolism,decrease,Midostaurin,Aceclofenac
622,The serum concentration,increase,Mifepristone,Aceclofenac
623,The risk or severity of adverse effects,increase,Mometasone,Aceclofenac
624,The risk or severity of adverse effects,increase,Morniflumate,Aceclofenac
625,The risk or severity of adverse effects,increase,Mycophenolatemofetil,Aceclofenac
626,The risk or severity of adverse effects,increase,Mycophenolicacid,Aceclofenac
627,The risk or severity of adverse effects,increase,Nabumetone,Aceclofenac
628,The risk or severity of adverse effects,increase,Naproxen,Aceclofenac
629,the antihypertensive activities,decrease,Nebivolol,Aceclofenac
630,The metabolism,decrease,Nicardipine,Aceclofenac
631,The risk or severity of bleeding,increase,Acenocoumarol,Acemetacin
632,The therapeutic efficacy,decrease,Acetazolamide,Acemetacin
633,The risk or severity of adverse effects,increase,Acetylsalicylicacid,Acemetacin
634,The risk or severity of adverse effects,increase,Alclometasone,Acemetacin
635,The therapeutic efficacy,decrease,Aliskiren,Acemetacin
636,The therapeutic efficacy,decrease,Alprenolol,Acemetacin
637,The therapeutic efficacy,decrease,Ambrisentan,Acemetacin
638,The therapeutic efficacy,decrease,Amiloride,Acemetacin
639,The therapeutic efficacy,decrease,Amlodipine,Acemetacin
640,the excretion rate which could result in a higher serum level,decrease,Amrubicin,Acemetacin
641,The risk or severity of adverse effects,increase,Antipyrine,Acemetacin
642,The risk or severity of bleeding,increase,Apixaban,Acemetacin
643,The risk or severity of adverse effects,increase,Apremilast,Acemetacin
644,The therapeutic efficacy,decrease,Arformoterol,Acemetacin
645,The risk or severity of bleeding,increase,Argatroban,Acemetacin
646,The risk or severity of adverse effects,increase,Azelastine,Acemetacin
647,The risk or severity of adverse effects,increase,Balsalazide,Acemetacin
648,The therapeutic efficacy,decrease,Bambuterol,Acemetacin
649,The risk or severity of adverse effects,increase,Beclomethasonedipropionate,Acemetacin
650,The therapeutic efficacy,decrease,Benazepril,Acemetacin
651,The therapeutic efficacy,decrease,Bendroflumethiazide,Acemetacin
652,The therapeutic efficacy,decrease,Bepridil,Acemetacin
653,The risk or severity of adverse effects,increase,Betamethasone,Acemetacin
654,The therapeutic efficacy,decrease,Betaxolol,Acemetacin
655,The risk or severity of bleeding,increase,Betrixaban,Acemetacin
656,The therapeutic efficacy,decrease,Bisoprolol,Acemetacin
657,The risk or severity of bleeding,increase,Bivalirudin,Acemetacin
658,The therapeutic efficacy,decrease,Bosentan,Acemetacin
659,The therapeutic efficacy,decrease,Brimonidine,Acemetacin
660,The risk or severity of adverse effects,increase,Bromfenac,Acemetacin
661,The risk or severity of adverse effects,increase,Budesonide,Acemetacin
662,The therapeutic efficacy,decrease,Bumetanide,Acemetacin
663,The therapeutic efficacy,decrease,Candesartancilexetil,Acemetacin
664,The therapeutic efficacy,decrease,Captopril,Acemetacin
665,The therapeutic efficacy,decrease,Carbachol,Acemetacin
666,The therapeutic efficacy,decrease,Carteolol,Acemetacin
667,The therapeutic efficacy,decrease,Carvedilol,Acemetacin
668,The risk or severity of adverse effects,increase,Celecoxib,Acemetacin
669,The therapeutic efficacy,decrease,Celiprolol,Acemetacin
670,The risk or severity of adverse effects,increase,Chloroquine,Acemetacin
671,The therapeutic efficacy,decrease,Choline,Acemetacin
672,The therapeutic efficacy,decrease,Cholinesalicylate,Acemetacin
673,The risk or severity of adverse effects,increase,Ciclesonide,Acemetacin
674,The therapeutic efficacy,decrease,Clenbuterol,Acemetacin
675,The risk or severity of adverse effects,increase,Clobetasolpropionate,Acemetacin
676,The risk or severity of adverse effects,increase,Clodronicacid,Acemetacin
677,The therapeutic efficacy,decrease,Clonidine,Acemetacin
678,The therapeutic efficacy,decrease,Conivaptan,Acemetacin
679,The risk or severity of adverse effects,increase,Cortisoneacetate,Acemetacin
680,The risk or severity of bleeding,increase,Dabigatranetexilate,Acemetacin
681,the excretion rate which could result in a higher serum level,decrease,Daunorubicin,Acemetacin
682,The therapeutic efficacy,decrease,Debrisoquin,Acemetacin
683,The risk or severity of adverse effects,increase,Desmopressin,Acemetacin
684,The risk or severity of adverse effects,increase,Dexamethasone,Acemetacin
685,The risk or severity of adverse effects,increase,Dexketoprofen,Acemetacin
686,The therapeutic efficacy,decrease,Diazoxide,Acemetacin
687,The risk or severity of adverse effects,increase,Diclofenac,Acemetacin
688,The risk or severity of bleeding,increase,Dicoumarol,Acemetacin
689,The serum concentration,increase,Diflunisal,Acemetacin
690,The serum concentration,increase,Digoxin,Acemetacin
691,The therapeutic efficacy,decrease,Diltiazem,Acemetacin
692,The therapeutic efficacy,decrease,Dinoprostone,Acemetacin
693,The therapeutic efficacy,decrease,Dorzolamide,Acemetacin
694,The therapeutic efficacy,decrease,Doxazosin,Acemetacin
695,the excretion rate which could result in a higher serum level,decrease,Doxorubicin,Acemetacin
696,The therapeutic efficacy,decrease,Drospirenone,Acemetacin
697,The therapeutic efficacy,decrease,Droxidopa,Acemetacin
698,The therapeutic efficacy,decrease,Efonidipine,Acemetacin
